x,E,dE,index,job,run,basis,xc,external_force,ix_c,ix_n,system,frame,error,msg,type,time,d,cwd,resname_c,resname_n,frame_index
0.3707906,-39.27516,7.610656,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.376185,-41.61713,7.611988,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.3815794,-42.90175,7.608778,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.3869738,-44.27753,7.580051,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.3923682,-46.20856,7.625707,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.3977626,-47.32171,7.595026,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4031569,-49.1337,7.591642,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4085513,-50.4947,7.573706,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4139457,-51.67537,7.609525,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4193401,-53.44764,7.657165,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4247345,-54.30062,7.642141,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4301289,-55.94664,7.501281,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4355232,-56.65438,7.349173,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4409176,-57.50131,7.347242,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.446312,-58.89549,7.372401,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4517064,-60.39346,7.374206,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4571008,-61.81147,7.383097,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4624952,-62.9127,7.421552,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4678896,-64.05421,7.600713,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4732839,-59.99473,7.661805,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4786783,-60.47502,7.604105,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4840727,-61.60685,7.607677,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4894671,-61.94083,7.605336,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.4948615,-62.93408,7.620095,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5002559,-64.00761,7.590898,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5056503,-65.21125,7.583432,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5110446,-65.84278,7.730905,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.516439,-66.65215,7.824422,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5218334,-67.20307,7.746235,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5272278,-68.58058,7.724441,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5326222,-70.2728,7.84418,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5380166,-72.42574,7.642448,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.543411,-72.99334,7.901163,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5488053,-72.96714,7.786365,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5541997,-74.20672,7.838557,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5595941,-76.125,7.870165,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5649885,-76.68525,7.727906,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5703829,-77.3722,7.572819,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5757773,-77.56087,7.572933,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5811717,-78.34489,7.667881,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.586566,-78.89227,7.659678,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5919604,-80.19707,7.545652,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.5973548,-82.30445,7.54206,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6027492,-83.37204,7.533356,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6081436,-84.11931,7.553728,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.613538,-84.24676,7.543597,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6189324,-84.49714,7.616073,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6243267,-85.79936,7.545346,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6297211,-87.09842,7.533438,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6351155,-88.69221,7.497609,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6405099,-89.22696,7.402681,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6459043,-90.30606,7.37224,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6512987,-90.51812,7.418607,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6566931,-91.31953,7.418066,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.6620874,-94.11599,7.418019,90,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,745,747,triple,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000290) needs to be non-negative\n\n,Error.GmxError,2.098,0.129487,run_6/f-603/ixs-745-747/triple/frame-93,GLY840,ALA841,1
0.1338302,0.0,0.0,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1391481,-2.228795,0.4616161,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.144466,-2.549937,0.8170139,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1497839,-0.8357979,1.030616,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1551019,4.041893,1.358207,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1604198,11.13889,1.942678,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1657377,19.49511,2.276856,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1710557,29.60213,2.617003,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1763736,40.19829,3.362039,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1816915,49.69466,4.375338,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1870095,57.32261,6.135758,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1923274,63.36248,8.187501,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.1976453,65.82272,9.137886,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2029633,69.14025,9.566603,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2082812,68.83818,9.817794,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2135991,69.09879,9.655454,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2189171,69.19513,9.623894,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.224235,68.45623,9.999478,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2295529,66.28919,11.1736,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2348709,64.04277,13.29736,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2401888,63.91944,16.35495,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2455067,63.09885,18.98143,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2508247,64.90151,20.07949,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2561426,68.02346,18.27065,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2614605,64.84312,18.02863,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2667784,61.92482,18.02233,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2720964,59.06323,18.0099,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2774143,54.62707,18.00335,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2827322,49.68652,18.02195,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2880502,44.75537,18.0319,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.2933681,39.55386,18.03767,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.298686,35.01718,17.94564,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
0.304004,31.5279,17.92452,100,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1466,1468,single,95,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000266) needs to be non-negative\n\n,Error.GmxError,1.698,0.127368,run_6/f-603/ixs-1466-1468/single/frame-95,HYP856,GLY857,1
